,city,date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,temperature,wind_speed,rainfall,pressure
719,bengaluru,2022-11-20,5,1054.76,0.08,45.24,23.96,5.72,145.74,161.15,4.81,19.4,7.5,0.0,1012.0
720,bengaluru,2022-11-21,5,680.92,0.01,27.08,39.7,4.05,108.66,119.51,7.41,19.7,7.9,0.0,1011.8
721,bengaluru,2022-11-22,4,560.76,0.0,18.16,48.64,5.25,33.49,37.36,2.88,21.4,8.0,0.3,1011.8
722,bengaluru,2022-11-23,2,534.06,0.0,13.54,48.64,5.19,15.08,16.76,1.61,21.9,4.6,0.0,1012.5
723,bengaluru,2022-11-24,3,934.6,11.29,33.59,0.08,14.66,20.68,24.53,2.6,21.2,6.5,3.0,1012.8
724,bengaluru,2022-11-25,3,774.38,0.02,19.02,30.76,6.97,20.29,22.45,1.68,22.4,8.8,6.1,1013.8
725,bengaluru,2022-11-26,2,640.87,0.01,17.14,36.84,6.08,12.72,14.99,1.63,22.9,6.7,0.0,1013.0
726,bengaluru,2022-11-27,3,540.73,0.41,19.36,12.87,5.07,21.09,25.61,2.09,23.6,6.6,0.0,1011.3
727,bengaluru,2022-11-28,3,694.27,0.0,13.88,53.64,5.72,23.45,26.93,2.03,23.3,6.0,0.3,1011.7
728,bengaluru,2022-11-29,4,761.03,0.0,21.25,47.21,7.99,39.49,45.0,2.63,22.5,6.7,0.0,1012.7
729,bengaluru,2022-11-30,5,647.54,0.0,23.99,40.77,7.39,73.67,82.45,3.99,21.6,7.1,0.0,1013.7
730,bengaluru,2022-12-01,5,821.11,0.17,35.99,20.03,5.9,83.43,93.94,2.5,21.3,8.6,0.1,1013.5
731,bengaluru,2022-12-02,4,714.3,0.0,14.22,64.37,6.91,33.91,36.31,1.77,22.4,8.5,0.0,1012.8
732,bengaluru,2022-12-03,2,614.17,0.02,15.77,27.18,5.72,18.35,21.18,1.87,23.2,10.6,0.0,1013.1
733,bengaluru,2022-12-04,2,534.06,0.01,10.8,31.47,4.11,11.41,13.26,1.58,22.9,11.0,0.1,1013.8
734,bengaluru,2022-12-05,3,480.65,0.0,9.42,66.52,4.83,24.11,27.98,1.46,22.6,9.5,0.0,1014.4
735,bengaluru,2022-12-06,5,660.9,0.0,13.88,63.66,6.5,74.87,80.97,1.41,22.3,8.3,0.0,1013.4
736,bengaluru,2022-12-07,5,894.55,0.09,33.93,21.82,5.36,93.19,105.03,4.05,21.3,9.3,0.0,1012.4
737,bengaluru,2022-12-08,5,1976.01,47.39,45.93,0.0,7.33,163.05,183.0,12.92,21.3,10.6,0.6,1011.2
738,bengaluru,2022-12-09,5,377.18,0.0,7.97,91.55,5.13,60.54,63.48,2.31,19.0,13.7,0.0,1009.9
739,bengaluru,2022-12-11,4,620.84,0.15,17.48,21.99,9.66,30.61,32.36,2.66,19.9,8.6,40.9,1009.9
740,bengaluru,2022-12-12,3,607.49,0.02,14.74,26.82,5.48,20.66,21.96,1.47,21.2,10.2,20.6,1011.1
741,bengaluru,2022-12-13,2,580.79,0.03,15.42,25.39,7.09,14.2,15.36,1.16,20.9,13.0,9.1,1012.8
742,bengaluru,2022-12-14,1,494.0,0.0,9.17,43.63,4.29,8.38,9.55,1.2,21.2,11.1,7.6,1014.1
743,bengaluru,2022-12-15,3,587.46,0.04,20.39,26.46,7.87,20.61,24.0,1.54,20.7,8.2,0.0,1013.7
744,bengaluru,2022-12-16,4,660.9,0.1,28.79,22.53,4.35,35.08,42.65,2.37,21.9,9.4,0.0,1012.7
745,bengaluru,2022-12-17,4,787.73,0.75,38.73,10.28,5.19,46.66,55.44,4.43,22.0,9.9,0.0,1013.4
746,bengaluru,2022-12-18,5,634.19,0.0,16.79,47.21,4.05,75.25,81.5,1.66,21.9,11.4,0.2,1012.9
747,bengaluru,2022-12-19,4,467.3,0.0,7.37,86.55,4.89,37.86,40.02,1.16,20.7,11.0,0.0,1012.4
748,bengaluru,2022-12-20,4,507.35,0.0,15.25,57.22,4.95,46.84,57.8,1.85,21.4,10.0,0.0,1011.9
749,bengaluru,2022-12-21,5,554.08,0.01,20.91,35.76,4.41,59.49,69.9,2.06,21.2,9.8,0.0,1012.5
750,bengaluru,2022-12-22,5,607.49,0.02,24.68,33.97,3.78,58.3,67.63,2.5,20.8,9.7,0.0,1011.3
751,bengaluru,2022-12-23,5,741.0,0.03,28.1,30.4,3.81,64.81,75.31,2.01,20.4,12.5,0.0,1012.3
752,bengaluru,2022-12-24,5,694.27,0.0,22.28,64.37,4.41,147.2,159.95,1.54,20.8,9.2,0.0,1013.0
753,bengaluru,2022-12-25,5,540.73,0.0,12.51,51.5,3.52,90.08,100.68,1.38,21.2,12.5,1.9,1013.9
754,bengaluru,2022-12-26,1,460.62,0.01,11.82,36.84,7.63,8.1,9.69,1.82,21.9,13.3,3.8,1014.9
755,bengaluru,2022-12-27,1,473.98,0.01,11.65,32.54,5.42,6.84,8.4,1.38,21.2,13.7,1.3,1016.0
756,bengaluru,2022-12-28,3,640.87,0.02,21.08,29.68,8.94,35.98,39.51,1.17,22.7,10.9,0.0,1017.2
757,bengaluru,2022-12-29,4,527.38,0.0,15.25,69.38,6.91,51.42,64.09,1.25,22.3,8.7,0.0,1018.1
758,bengaluru,2022-12-30,3,741.0,0.26,31.19,15.56,5.84,25.15,33.54,3.1,21.7,7.8,0.0,1019.0
759,bengaluru,2022-12-31,3,781.06,0.05,31.53,27.18,5.6,48.63,56.48,2.31,22.3,7.4,0.0,1018.1
760,bengaluru,2023-01-01,3,634.19,0.0,21.93,45.42,5.42,49.87,56.62,4.37,22.5,8.4,0.0,1017.2
761,bengaluru,2023-01-02,4,460.62,0.0,10.88,82.97,5.96,54.69,58.84,2.91,21.4,10.3,0.0,1017.3
762,bengaluru,2023-01-03,3,587.46,0.0,20.22,60.08,5.96,42.9,49.71,3.07,20.9,9.0,0.0,1017.7
763,bengaluru,2023-01-04,3,440.6,0.0,10.97,69.38,5.66,31.06,36.03,1.5,20.7,11.3,0.0,1016.7
764,bengaluru,2023-01-05,2,407.22,0.0,10.28,80.82,6.5,18.28,23.1,1.39,20.6,13.0,0.0,1017.2
765,bengaluru,2023-01-06,3,494.0,0.0,13.02,65.8,5.48,43.47,54.36,1.61,19.8,13.5,0.0,1018.1
766,bengaluru,2023-01-07,4,587.46,0.0,12.85,88.69,6.02,61.73,76.16,1.52,21.0,12.2,0.0,1017.3
767,bengaluru,2023-01-08,4,534.06,0.0,11.82,68.66,4.77,68.27,76.18,1.55,20.7,9.0,0.0,1016.2
768,bengaluru,2023-01-09,5,607.49,0.0,17.48,55.79,5.42,86.55,94.78,5.45,19.1,8.0,0.0,1017.6
769,bengaluru,2023-01-10,4,747.68,0.0,30.85,43.63,6.44,69.22,80.84,2.91,20.1,9.8,0.0,1017.1
770,bengaluru,2023-01-11,3,801.09,0.03,37.36,33.26,5.6,46.35,57.57,2.79,20.5,8.7,0.0,1015.1
771,bengaluru,2023-01-12,4,727.65,0.0,29.47,52.21,6.79,54.73,64.34,4.43,21.4,8.5,0.0,1014.0
772,bengaluru,2023-01-13,4,747.68,0.0,27.76,64.37,7.63,72.56,81.74,7.92,21.2,7.9,0.0,1014.2
773,bengaluru,2023-01-14,4,560.76,0.0,17.14,80.11,5.84,51.72,58.76,3.89,20.7,7.5,0.0,1014.3
774,bengaluru,2023-01-15,3,580.79,0.0,21.25,55.79,5.48,42.62,49.58,7.85,21.4,8.4,0.0,1013.3
775,bengaluru,2023-01-16,3,480.65,0.0,13.02,75.1,6.44,48.96,55.59,5.57,22.5,7.0,0.0,1013.8
776,bengaluru,2023-01-17,4,487.33,0.0,12.85,90.84,7.87,50.68,58.03,5.07,21.3,8.1,0.0,1014.6
777,bengaluru,2023-01-18,3,480.65,0.0,16.11,63.66,6.68,35.27,42.1,2.56,20.6,9.7,0.0,1017.8
778,bengaluru,2023-01-19,4,473.98,0.0,13.71,90.84,11.09,58.17,69.93,3.23,21.1,10.8,0.0,1016.4
779,bengaluru,2023-01-20,3,447.27,0.0,11.14,87.26,7.99,49.09,57.57,2.69,20.6,11.2,0.0,1016.2
780,bengaluru,2023-01-21,3,540.73,0.0,13.02,66.52,7.33,37.11,41.37,1.41,20.6,10.9,0.0,1015.3
781,bengaluru,2023-01-22,2,447.27,0.0,9.94,64.37,4.23,16.65,20.8,3.01,20.8,12.5,0.0,1014.5
782,bengaluru,2023-01-23,3,397.21,0.0,9.08,74.39,4.71,39.95,49.0,3.32,20.4,11.7,0.0,1013.9
783,bengaluru,2023-01-24,3,353.81,0.0,8.91,60.8,4.53,26.81,30.63,1.55,21.7,11.4,0.0,1013.5
784,bengaluru,2023-01-25,3,500.68,0.0,13.19,77.96,14.66,45.09,59.54,3.17,20.7,10.1,0.0,1013.8
785,bengaluru,2023-01-26,3,574.11,0.0,17.14,80.82,11.32,47.3,56.78,3.29,21.7,9.8,0.0,1013.9
786,bengaluru,2023-01-27,4,547.41,0.0,15.59,75.82,5.78,61.81,72.44,3.07,22.0,9.7,0.0,1013.9
787,bengaluru,2023-01-28,4,587.46,0.0,20.56,50.78,5.19,50.67,61.8,3.01,21.9,11.1,0.0,1013.3
788,bengaluru,2023-01-29,4,600.81,0.0,20.91,57.22,5.3,67.36,74.2,5.07,22.3,12.3,0.0,1012.3
789,bengaluru,2023-01-30,3,514.03,0.0,9.34,75.82,4.95,39.26,46.47,2.03,22.8,11.0,0.5,1013.6
790,bengaluru,2023-01-31,2,547.41,0.0,11.82,52.93,5.3,21.19,23.38,1.69,22.5,11.6,0.0,1013.2
791,bengaluru,2023-02-01,2,467.3,0.0,10.45,55.79,4.17,18.36,23.29,4.05,22.5,13.9,0.0,1012.7
792,bengaluru,2023-02-02,3,440.6,0.0,9.85,72.96,4.83,28.11,33.34,4.12,21.3,16.5,0.0,1013.1
793,bengaluru,2023-02-03,4,420.57,0.0,9.25,94.41,6.08,71.96,82.48,2.41,22.1,13.3,0.0,1013.7
794,bengaluru,2023-02-04,4,494.0,0.0,12.85,74.39,5.66,54.95,67.74,4.56,23.2,12.8,0.0,1012.9
795,bengaluru,2023-02-05,5,460.62,0.0,9.17,98.71,6.85,83.7,96.14,3.04,24.3,11.5,0.0,1012.7
796,bengaluru,2023-02-06,4,420.57,0.0,10.8,101.57,8.46,60.2,71.7,4.24,23.8,9.6,0.0,1013.0
797,bengaluru,2023-02-07,4,600.81,0.0,21.25,62.23,8.7,54.84,63.87,7.35,24.1,6.9,0.0,1013.0
798,bengaluru,2023-02-08,4,694.27,0.0,25.7,58.65,9.06,74.26,85.12,8.99,24.5,10.3,0.0,1012.8
799,bengaluru,2023-02-09,4,514.03,0.0,12.51,121.59,14.19,63.56,71.15,4.5,23.9,10.9,0.0,1013.6
800,bengaluru,2023-02-10,4,534.06,0.0,16.11,81.54,10.25,55.12,62.58,5.95,23.7,10.3,0.0,1014.7
801,bengaluru,2023-02-11,4,547.41,0.0,16.96,90.84,8.46,74.74,83.33,5.64,23.2,9.1,0.0,1014.9
802,bengaluru,2023-02-12,4,554.08,0.0,19.02,70.81,7.63,62.72,71.52,7.16,24.3,9.9,0.0,1012.4
803,bengaluru,2023-02-13,5,494.0,0.0,13.88,95.84,7.33,79.25,88.46,5.07,24.4,11.1,0.0,1015.0
804,bengaluru,2023-02-14,4,574.11,0.0,19.88,88.69,12.04,68.07,78.95,7.09,23.9,8.7,0.0,1014.7
805,bengaluru,2023-02-15,5,834.47,0.0,36.33,55.07,11.21,77.36,91.81,11.27,23.7,10.1,0.0,1013.4
806,bengaluru,2023-02-16,4,614.17,0.0,20.22,83.68,10.61,70.37,82.17,7.66,24.5,12.2,0.0,1013.3
807,bengaluru,2023-02-17,5,600.81,0.0,16.62,128.75,20.5,101.95,115.05,4.88,24.0,10.2,0.0,1014.0
808,bengaluru,2023-02-18,3,520.71,0.0,17.82,78.68,8.46,48.18,59.89,7.47,24.3,9.8,0.0,1014.0
809,bengaluru,2023-02-19,3,407.22,0.0,13.02,66.52,6.5,26.69,35.01,7.22,24.4,9.4,0.0,1014.3
810,bengaluru,2023-02-20,2,393.87,0.0,10.54,77.96,5.84,22.45,28.58,6.52,23.9,8.9,0.0,1014.7
811,bengaluru,2023-02-21,3,487.33,0.0,14.57,92.98,11.56,42.36,48.89,5.7,24.8,10.4,0.0,1014.6
812,bengaluru,2023-02-22,4,580.79,0.0,15.42,100.14,12.64,68.3,77.93,7.66,23.9,11.6,0.0,1014.0
813,bengaluru,2023-02-23,5,574.11,0.0,13.02,153.06,21.46,97.45,106.34,4.94,24.1,11.9,0.0,1014.0
814,bengaluru,2023-02-25,5,794.41,0.0,24.68,83.68,21.46,100.82,110.92,4.37,25.1,12.5,0.0,1016.2
815,bengaluru,2023-02-26,4,453.95,0.0,10.54,123.02,19.31,53.32,59.56,5.07,23.9,14.2,0.0,1017.3
816,bengaluru,2023-02-27,3,453.95,0.0,13.54,98.71,8.58,45.61,51.78,5.32,23.5,11.1,0.0,1017.5
817,bengaluru,2023-02-28,3,600.81,0.0,22.28,89.41,16.45,45.03,52.29,7.47,23.7,12.9,0.0,1017.1
818,bengaluru,2023-03-01,3,440.6,0.0,9.68,100.14,13.11,36.03,44.55,3.86,23.8,13.4,0.0,1017.0
819,bengaluru,2023-03-02,3,440.6,0.0,10.71,61.51,5.84,30.78,37.34,5.0,23.7,14.6,0.0,1018.0
820,bengaluru,2023-03-03,4,494.0,0.0,15.94,105.86,13.35,53.37,62.1,6.21,25.2,14.8,0.0,1018.2
821,bengaluru,2023-03-04,3,480.65,0.0,14.05,80.11,6.68,42.67,48.4,6.02,24.0,15.0,0.0,1018.0
822,bengaluru,2023-03-05,2,363.83,0.0,9.77,71.53,5.25,22.63,26.19,5.38,25.2,13.7,0.0,1017.3
823,bengaluru,2023-03-06,3,410.56,0.0,11.31,77.25,6.14,39.71,48.18,5.51,25.1,12.7,0.0,1016.0
824,bengaluru,2023-03-07,4,514.03,0.0,16.28,107.29,15.74,59.75,71.51,6.08,24.3,13.2,0.0,1015.2
825,bengaluru,2023-03-08,5,620.84,0.0,15.08,100.14,36.24,82.89,93.61,4.75,24.9,14.0,0.0,1015.0
826,bengaluru,2023-03-09,3,453.95,0.0,13.88,95.84,13.59,32.09,38.34,5.38,24.2,12.1,0.0,1014.6
827,bengaluru,2023-03-10,3,487.33,0.0,12.34,70.1,7.27,37.83,43.91,5.13,23.5,12.1,0.0,1014.3
828,bengaluru,2023-03-11,3,507.35,0.0,13.19,80.11,7.21,48.92,56.93,5.38,23.7,13.0,0.0,1014.0
829,bengaluru,2023-03-12,3,467.3,0.0,11.48,65.8,4.47,46.95,53.75,5.45,25.2,12.7,0.0,1014.1
830,bengaluru,2023-03-13,3,467.3,0.0,7.28,91.55,6.85,30.15,35.33,4.5,26.0,11.5,0.0,1012.9
831,bengaluru,2023-03-14,4,567.44,0.0,9.17,88.69,6.56,51.61,57.5,5.13,26.5,10.6,0.0,1011.3
832,bengaluru,2023-03-15,4,540.73,0.0,10.37,91.55,6.14,69.08,75.94,4.18,26.9,10.5,0.0,1010.6
833,bengaluru,2023-03-16,5,700.95,0.0,17.14,124.45,18.36,80.01,85.94,1.85,25.3,9.5,18.8,1012.1
834,bengaluru,2023-03-17,3,801.09,0.0,24.33,73.67,9.54,33.73,37.76,1.96,24.7,8.1,3.0,1014.0
835,bengaluru,2023-03-18,3,567.44,0.0,13.37,75.1,8.46,26.0,28.38,1.5,25.3,10.9,5.1,1011.8
836,bengaluru,2023-03-19,2,727.65,0.0,25.02,38.98,5.42,17.49,20.41,2.18,26.3,11.5,0.0,1011.0
837,bengaluru,2023-03-20,2,1081.47,1.98,42.84,4.07,5.96,22.79,28.18,2.56,26.5,10.3,0.0,1010.0
838,bengaluru,2023-03-21,2,594.14,0.01,19.71,30.4,8.11,12.34,16.53,5.89,24.5,8.5,0.0,1010.0
